RMS,MAV,WL,ZC,SSC,IEMG,VAR,STD,MAX,MIN,MEAN,SKEW,KURT,MEDIAN,Arm,Gender
0.079165156,0.049310975,170.4044165,1291,2288,493.1097497,0.006267121,0.07916515,0.501579615,-0.475712771,-3.18228E-05,-0.005953115,5.321696326,0.00107481,Left,female
0.22393925,0.13881729,472.828375,1214,2090,1388.172896,0.050148787,0.223939248,1.399024844,-1.369403781,3.06092E-05,0.06429286,5.194636244,-0.000248478,Right,female
0.208420852,0.139037321,494.50707,1211,2082,1390.373213,0.04343925,0.208420848,1.016256612,-1.316485622,4.26436E-05,-0.292289753,3.849968302,0.004624613,Left,female
0.105095517,0.072796897,226.4918582,1111,2079,727.9689701,0.011045064,0.105095499,0.563753083,-0.624610734,6.23795E-05,0.088819601,2.964000195,0.000491979,Right,female
0.094096714,0.062212311,223.3230376,1267,2276,622.1231095,0.008854189,0.0940967,0.454751781,-0.571246516,-5.11482E-05,-0.123484902,2.77920823,0.001253321,Left,female
0.200616153,0.118642774,382.1760586,1132,2114,1186.427741,0.040246839,0.200616149,1.253283998,-1.356625897,-3.84906E-05,0.037610273,6.003971733,0.000243782,Right,female
0.187282697,0.106937522,344.6700194,1216,2177,1069.375217,0.035074809,0.187282697,1.247310212,-0.983452047,-1.34326E-06,0.050713624,6.174059797,0.001579323,Left,female
0.099562757,0.063663921,193.5522503,1204,2176,636.6392108,0.009912742,0.099562755,0.54526566,-0.555844711,1.98132E-05,0.009143689,4.432207903,0.00027432,Right,female
0.085724936,0.054189686,197.5856671,1309,2256,541.8968627,0.007348765,0.085724936,0.629343008,-0.521946363,6.65283E-06,0.265440682,6.598270798,0.000909644,Left,female
0.203465322,0.101805355,351.3643438,1370,2252,1018.05355,0.041398136,0.203465318,1.25954317,-1.25150068,-4.24328E-05,0.192093472,7.246907434,0.000888564,Right,female
0.185364672,0.103434009,351.9651472,1292,2225,1034.340085,0.034360059,0.185364666,1.25111175,-1.125523813,-4.81975E-05,0.205946672,6.542610073,0.000819985,Left,female
0.091729463,0.052876399,175.249178,1330,2257,528.7639902,0.008414294,0.091729463,0.540970948,-0.590823794,5.23696E-06,-0.068398816,8.293821658,0.000286962,Right,female
0.081947351,0.053445642,206.2566743,1336,2244,534.456423,0.006715366,0.081947338,0.48097631,-0.577166084,4.49981E-05,-0.230328001,4.356531519,0.001657831,Left,female
0.209185276,0.109155923,369.4460675,1310,2230,1091.559227,0.043758479,0.209185275,1.366698407,-1.384498542,-1.53705E-05,0.345672595,7.847517454,-0.000223671,Right,female
0.199986718,0.112329085,373.5844472,1262,2230,1123.290845,0.039994687,0.199986718,1.578622673,-1.209284901,-0.00001406,0.325779921,7.97425984,0.001712912,Left,female
0.102926168,0.071641336,214.5140356,1132,2141,716.4133582,0.010593794,0.102926156,0.572432132,-0.534354735,4.94304E-05,-0.039623774,2.792695593,0.000294374,Right,female
0.076883988,0.050102885,200.8456879,1318,2315,501.028853,0.005911147,0.076883987,0.399863694,-0.555732784,1.53373E-05,-0.073957035,4.393648229,0.000799985,Left,female
0.203297959,0.11232262,368.0811135,1235,2200,1123.226199,0.041330055,0.203297946,1.336120725,-1.197048375,-7.13073E-05,0.194190055,6.311125123,-0.000389814,Right,female
0.206836897,0.115237136,362.0778958,1270,2194,1152.371359,0.042781501,0.206836895,1.305400085,-1.557379167,-2.91395E-05,-0.18253442,6.570600701,0.00136691,Left,female
0.093150785,0.056637876,195.1498842,1294,2162,566.3787586,0.008677068,0.093150779,0.623404358,-0.774486393,3.21744E-05,-0.160208982,5.488263123,0.001225927,Right,female
0.0838509,0.04819563,176.2551507,1315,2290,481.9563035,0.007030973,0.083850897,0.612402544,-0.62298316,2.43288E-05,0.029083958,7.830283983,0.000777624,Left,female
0.067035693,0.03597062,274.1377716,2816,4700,719.4123981,0.004493784,0.067035691,0.623404358,-0.774486393,1.68929E-05,-0.216197024,12.82831624,0.002012668,Right,female
0.060217507,0.030554858,246.0033632,2830,4838,611.0971678,0.003626148,0.060217505,0.612402544,-0.62298316,1.38279E-05,0.038172847,17.36236866,0.001575851,Left,female
0.084199296,0.068017157,460.7435021,2277,4175,1360.343148,0.007089522,0.084199296,0.581430176,-0.453601254,2.40528E-06,0.050008681,0.322776854,-0.000408337,Right,female
0.087536181,0.068455889,266.6152046,1235,3828,1369.11777,0.007662581,0.08753617,0.389895669,-0.377269161,4.43556E-05,-0.010645345,0.58157714,-0.000168768,Left,female
0.175971985,0.123421532,374.9032989,1036,1872,1234.215316,0.030966139,0.175971982,0.91434546,-0.984303944,-3.16581E-05,0.218812925,3.46119767,-0.004087946,Right,female
0.192251152,0.137060984,443.3017927,1084,2042,1370.609845,0.036960505,0.192251151,1.047027331,-1.067175267,0.000020559,-0.001009568,3.145548123,-0.002776811,Left,female
0.096645226,0.069180258,191.7922728,902,2082,691.8025783,0.009340297,0.096645214,0.749346287,-0.416748838,4.64344E-05,0.312149389,3.62313486,0.000199163,Right,female
0.112905991,0.079454061,222.0601041,890,1895,794.5406071,0.012747763,0.11290599,0.854763169,-1.0386029,1.66575E-05,-0.121669152,5.333556104,-0.000771178,Left,female
0.185243808,0.123349414,365.9692321,915,1907,1233.49414,0.034315267,0.185243804,1.140534589,-0.874924908,-4.02254E-05,0.398790856,3.906644821,-0.001073599,Right,female
0.179595414,0.126855727,383.8127028,899,1962,1268.557275,0.0322545,0.179595379,0.919081869,-0.926776392,-0.000111464,-0.174522017,2.359493412,0.001077826,Left,female
0.10704478,0.077015167,228.69862,968,1960,770.1516734,0.011458583,0.107044772,0.569684593,-0.382164272,4.15755E-05,0.322177656,1.774907337,-0.001393449,Right,female
0.123378591,0.091840856,250.2068515,871,1923,918.408557,0.015222277,0.123378591,0.549679604,-0.576876088,-9.37042E-06,0.103532042,1.276250246,-0.001141167,Left,female
0.162090109,0.104702912,283.5554417,837,1876,1047.029119,0.026273195,0.162090083,0.951641539,-0.784771988,-9.22941E-05,0.220619914,4.862006003,-0.001355996,Right,female
0.167684775,0.115821872,355.5077831,983,2076,1158.218722,0.028118183,0.167684774,1.019660224,-0.973178811,1.30415E-05,-0.087340849,3.980541496,0.000138198,Left,female
0.076641842,0.05261697,183.8543044,1189,2222,526.1697036,0.005873971,0.076641836,0.439340144,-0.329930574,3.11618E-05,0.061263617,2.930055226,0.000305141,Right,female
0.105533645,0.078394859,251.8524501,1115,2184,783.9485913,0.011137349,0.105533637,0.512183044,-0.487420113,4.03578E-05,0.082801617,1.771401279,3.19055E-05,Left,female
0.140379892,0.086175682,181.2556392,627,1856,861.7568154,0.019706513,0.140379889,1.039871874,-0.74416842,-2.47812E-05,0.358590182,5.674761098,-0.000825402,Right,female
0.167764186,0.111276122,267.1233711,871,2059,1112.761216,0.028144701,0.167763824,0.692294668,-0.887410671,-0.00034828,-0.092261063,2.954138454,0.000792717,Left,female
0.161264004,0.114866037,334.3115602,980,1882,1148.660368,0.026006079,0.161264003,0.958201764,-0.735453906,6.50805E-06,0.495699059,3.396550284,-0.004671325,Right,female
0.160014527,0.114804198,353.0761594,1041,2052,1148.04198,0.02560454,0.160014186,0.77099904,-0.896593853,0.000330613,-0.203430466,2.830977157,0.0027635,Left,female
0.05098223,0.039002324,113.0071623,941,2096,390.0232379,0.002599184,0.050982197,0.263931913,-0.227638173,0.000057276,0.08652447,1.094811545,0.000473314,Right,female
0.132100914,0.101839913,200.2701484,675,1822,1018.399131,0.017450631,0.132100838,0.590072948,-0.58685701,0.000141792,0.065678045,1.011743491,-0.001802252,Left,female
0.178375622,0.116781702,334.5722658,894,1947,1167.817019,0.031817862,0.178375621,1.204242916,-1.03205449,-1.14348E-05,0.407869663,5.536744042,-0.001618847,Right,female
0.192957245,0.134257388,394.7652548,949,2115,1342.57388,0.037232484,0.192957209,0.978232366,-0.916201188,-0.000118281,0.15954024,2.797929192,-0.000793693,Left,female
0.082227664,0.063360894,244.9411138,1269,2306,633.6089382,0.006761388,0.082227657,0.41938934,-0.324373324,-3.50913E-05,-0.057439287,0.751063374,0.000466641,Right,female
0.130742372,0.104388415,381.2112295,1231,2349,1043.884149,0.017093568,0.130742372,0.466292726,-0.495093785,3.29943E-06,-0.027647618,0.12868975,0.00428716,Left,female
0.153060935,0.109708496,368.7175029,1245,2199,1097.084964,0.023427649,0.153060933,0.94527598,-0.649751299,-2.79922E-05,0.277950557,2.409727401,-0.000992583,Right,female
0.196059785,0.147861496,484.557162,1161,2444,1478.614964,0.038439434,0.196059772,1.14313806,-1.070433742,6.89843E-05,-0.033600795,2.143416943,0.005862153,Left,female
0.131742428,0.098190592,307.7505455,1051,2126,981.9059207,0.017356065,0.13174242,0.582269668,-0.485355685,4.64265E-05,0.209853507,1.007926608,-0.002458447,Right,female
0.149436023,0.117862395,421.3699546,1203,2271,1178.623952,0.022331122,0.149436013,0.50819516,-0.656754878,-5.62263E-05,-0.09126665,0.379582392,0.003387394,Left,female
0.158111866,0.103404756,331.3183557,1177,2160,1034.047555,0.024999355,0.158111843,0.910024916,-0.694950355,8.47262E-05,0.19906001,3.258630316,-0.001362636,Right,female
0.174475679,0.129406862,441.2367757,1249,2327,1294.068619,0.030441684,0.174475453,0.97793374,-0.768894806,-0.000281064,0.102621261,2.013349898,0.000953136,Left,female
0.102998966,0.07751801,277.7540167,1236,2240,775.1801016,0.010608775,0.102998906,0.510446437,-0.543725416,-0.000111187,0.131857067,1.43918797,-0.00128093,Right,female
0.131629202,0.105057599,403.3160576,1304,2419,1050.575987,0.017326197,0.131629012,0.534629882,-0.513434929,0.000223693,-0.026189608,0.301951972,0.002839632,Left,female
0.172754174,0.109959848,343.2413383,1263,2112,1099.598483,0.029844003,0.172754168,1.05945015,-1.129928902,-4.66633E-05,0.16063162,4.649651436,0.00036465,Right,female
0.159412538,0.120157488,439.8438751,1285,2363,1201.574885,0.025412355,0.159412532,0.818012538,-1.100951792,0.000043282,-0.171281011,2.804285469,0.003300489,Left,female
0.12515077,0.098494858,332.800872,1072,2112,984.948582,0.015662697,0.125150696,0.715673014,-0.432816514,0.000135786,0.242360267,0.606345255,-0.00265324,Right,female
0.125176472,0.10194129,408.0857318,1336,2341,1019.412902,0.015669146,0.125176459,0.468773649,-0.445738505,5.87767E-05,-0.031878365,-0.315591326,0.001606379,Left,female
0.080734944,0.052507264,190.3321916,1370,2331,525.0726399,0.006518131,0.080734942,0.565099412,-0.513786943,1.67582E-05,0.203095853,6.695528437,-0.000179614,Right,female
0.11585001,0.092389329,346.2554953,1351,2459,923.8932913,0.013421113,0.115849529,0.561772932,-0.701092798,-0.000333678,-0.024698765,1.379237827,0.004168072,Left,female
0.168377462,0.123173982,394.8266693,1045,1971,1231.739823,0.028350897,0.168377246,0.921367591,-0.767467348,-0.000269984,0.233893902,2.314873902,-0.004703589,Right,female
0.194231929,0.143410706,471.449657,1093,2107,1434.107057,0.037725966,0.194231732,0.881593892,-1.12156213,0.000276891,-0.118363116,2.040367366,0.003235213,Left,female
0.056300189,0.042311075,155.6566425,1334,2281,423.1107485,0.003169675,0.056299865,0.403012147,-0.394951885,0.000190848,-0.01180637,5.672709633,-0.000357582,Right,female
0.088712101,0.072290858,266.5826751,1209,2407,722.9085843,0.007869837,0.088712101,0.349047506,-0.337081186,8.16967E-06,0.132136274,0.074613982,-0.002643562,Left,female
0.059532266,0.046254035,186.3186913,1424,2117,462.5403528,0.00354409,0.059532256,0.169468973,-0.184820386,-3.41133E-05,-0.013362164,0.038519528,-0.001328941,Right,female
0.055338529,0.04394432,166.8330817,1084,2000,439.4432043,0.003062353,0.055338529,0.200628415,-0.234338311,-4.64634E-06,0.418560806,0.079972371,-0.004369926,Left,female
0.070145518,0.051826742,415.6992056,2859,4250,1036.534831,0.004920393,0.070145515,0.261191137,-0.279144589,-2.13001E-05,0.053898887,1.380270871,-0.001727056,Right,female
0.050853582,0.040246366,308.0598278,2263,3939,804.9273147,0.002586087,0.050853582,0.200628415,-0.234338311,6.94299E-06,0.410998162,0.205453517,-0.003703305,Left,female
0.108440177,0.084338587,306.3950971,1178,3915,1686.771741,0.011759268,0.10844016,0.551319855,-0.574837136,-6.07625E-05,-0.044176603,0.783060213,-8.49227E-05,Right,female
0.097858345,0.075973834,279.2613785,1193,3433,1519.476685,0.009576227,0.097858198,0.504586693,-0.520409832,-0.000169292,-0.042956102,0.898079916,0.001394479,Left,female
0.256669643,0.194163335,429.1748739,716,1707,1941.63335,0.065879297,0.256669626,1.206666917,-1.187106934,9.33546E-05,0.091848936,1.517282614,-0.008719279,Right,female
0.207408529,0.163295225,479.4326929,960,1886,1632.95225,0.043018262,0.207408442,0.766555737,-0.736509378,0.000189977,-0.027106372,0.195936879,0.00185842,Left,female
0.103036569,0.077764069,218.4191975,892,1851,777.6406852,0.010616515,0.103036472,0.659469156,-0.509763705,0.000141485,0.036995636,1.780511286,0.001657704,Right,female
0.132507208,0.102187119,334.8468538,1048,2031,1021.871188,0.017558145,0.13250715,0.554834968,-0.56618367,0.000124469,-0.058433243,0.637126149,0.002478521,Left,female
0.166345894,0.130615126,232.0320877,582,1645,1306.151257,0.027670943,0.166345853,0.552650824,-0.617604457,0.000116701,-0.008754132,0.161418059,-0.001042885,Right,female
0.158136094,0.124452255,280.7417943,704,1725,1244.522549,0.025007001,0.15813602,0.715731946,-0.58147564,-0.000152269,0.010209022,0.353291358,0.000928592,Left,female
0.324798274,0.254652889,469.4193684,595,1626,2546.528888,0.105493911,0.324798262,1.235052129,-1.18863254,-9.04574E-05,0.02994004,0.242070982,-0.001907809,Right,female
0.264548227,0.209616392,531.0884566,798,1752,2096.163922,0.069985763,0.264548224,0.953707752,-1.043389003,-4.56824E-05,0.039806331,0.24716734,-0.001450981,Left,female
0.145987179,0.111945992,296.7243845,835,1748,1119.459921,0.02131225,0.145987158,1.104709479,-0.762494772,-7.77141E-05,0.201911728,2.07996827,-0.001872266,Right,female
0.168174152,0.13155638,428.4078485,1058,2002,1315.563795,0.028282479,0.168173956,0.679250443,-0.666016817,0.000256932,-0.039926933,0.535494576,0.002507137,Left,female
0.104681073,0.080569014,169.88406,734,1761,805.6901387,0.010958044,0.104680676,0.400787715,-0.505134538,-0.000288568,0.005282774,0.928945228,0.00194054,Right,female
0.108373962,0.085029288,244.5939776,947,1950,850.2928793,0.01174491,0.108373936,0.457442282,-0.38448671,7.48825E-05,-0.004553756,0.276169865,-0.001101111,Left,female
0.15454052,0.121989439,202.0951444,552,1588,1219.894389,0.023882739,0.154540413,0.593056044,-0.576286921,0.000181694,-0.002927428,0.089629841,1.89643E-05,Right,female
0.142665759,0.112440044,221.8603621,620,1675,1124.40044,0.020353514,0.142665742,0.505468211,-0.504474139,-6.93266E-05,-0.002133536,0.156172718,0.001612243,Left,female
0.325936762,0.247415969,477.4083373,635,1584,2474.159685,0.106234757,0.325936738,1.317953041,-1.37828908,0.000125422,0.036120292,0.823460508,-0.006005338,Right,female
0.241675912,0.192677451,495.850996,832,1842,1926.774511,0.058407175,0.241675763,0.850349807,-0.99303807,-0.000268518,-0.048800623,0.137815949,-0.002455964,Left,female
0.108309033,0.082715653,200.7869633,782,1798,827.1565251,0.011730846,0.108309032,0.646748199,-0.485652664,1.45795E-05,0.010290965,1.486943975,0.002796187,Right,female
0.128820415,0.102610514,318.203883,944,1952,1026.105137,0.016594699,0.128820412,0.49457897,-0.506193005,-2.66418E-05,0.033827876,0.107961649,0.000950768,Left,female
0.166760009,0.131183577,192.0503581,437,1590,1311.835765,0.027808898,0.166760002,0.696876471,-0.591387055,4.85661E-05,0.002162005,0.303313424,-0.000217149,Right,female
0.18086718,0.14409707,227.1364201,509,1521,1440.970702,0.032712754,0.180866674,0.643287335,-0.651900611,0.000428183,0.017283531,0.107932121,0.000274817,Left,female
0.275306103,0.20542714,390.3912473,625,1573,2054.271398,0.07579345,0.275306103,1.181548503,-1.14229453,-1.33971E-05,0.006526118,1.344044401,-0.002703696,Right,female
0.218272599,0.171813651,455.7093657,903,1795,1718.136509,0.047642743,0.218272177,0.709136546,-0.756100763,-0.000429476,-0.057205677,0.099428417,0.000646152,Left,female
0.102953161,0.079130556,213.489434,891,1749,791.3055591,0.010599334,0.102953065,0.516435133,-0.510471255,-0.000140175,-0.102051084,0.924594192,0.003319261,Right,female
0.15955323,0.121995008,375.7687298,1014,1934,1219.950083,0.025457226,0.159553209,0.764380052,-0.682084324,8.29393E-05,0.020131986,1.139606018,0.000741084,Left,female
0.108032221,0.08604296,155.1092505,566,1688,860.4295988,0.011670955,0.108032192,0.458565906,-0.43922573,7.86905E-05,-0.005489897,0.085725142,-0.000642935,Right,female
0.12156588,0.095564111,228.7092833,791,1833,955.641109,0.014778166,0.121565478,0.51547757,-0.508556427,0.00031252,0.057794801,0.37005902,-0.000619616,Left,female
0.172876422,0.128100921,241.2882376,560,1701,1281.009214,0.029886245,0.172876387,0.606948377,-0.721603214,0.000109875,-0.026863847,1.041190506,0.002807676,Right,female
0.215656297,0.171811889,376.7850903,702,1632,1718.118886,0.046507634,0.215656288,1.138351204,-0.731437592,-6.30121E-05,0.072288676,0.228533101,0.000113744,Left,female
0.113908326,0.087901835,216.6936658,785,1711,879.0183473,0.012975106,0.113908324,0.595631586,-0.515877434,-1.89971E-05,0.057859699,0.954480459,-0.000872159,Right,female
0.170684503,0.12921707,371.0824698,910,1847,1292.170701,0.029133155,0.170684371,0.948002111,-1.129475956,-0.000211661,-0.044606315,1.879133084,0.000203692,Left,female
0.164482894,0.120748695,222.9910869,595,1877,1207.48695,0.027054604,0.164482838,0.835719782,-0.850382778,-0.000136114,-0.012878229,2.527889278,-0.000697697,Right,female
0.173602134,0.134932414,253.4658932,630,1746,1349.32414,0.030137596,0.173601832,0.65676273,-0.592827633,0.000323929,0.089977493,0.355943896,-0.001918285,Left,female
0.233874447,0.164268437,345.7270657,706,1681,1642.684365,0.054697256,0.233874446,0.941268102,-1.130243378,2.42595E-05,-0.082647687,1.849392003,0.001616865,Right,female
0.229899157,0.178520299,466.5612334,831,1705,1785.202992,0.052853458,0.229898799,0.801473337,-0.802716725,-0.000405751,-0.05774317,0.380499691,0.002567667,Left,female
0.094681305,0.073265236,178.0582078,804,1786,732.6523625,0.008964549,0.094681301,0.373701991,-0.378713765,-2.73405E-05,-0.045728746,0.722643913,0.000310479,Right,female
0.130030903,0.098641514,264.8891022,885,1924,986.4151383,0.016908035,0.130030901,0.526941461,-0.72471191,-2.64819E-05,-0.039886021,1.193484057,-0.00162193,Left,female
0.252821006,0.177915008,282.7106474,482,1586,1779.15008,0.063918401,0.252820888,1.213142791,-1.210510255,0.00024429,-0.019390625,2.581467902,-0.000967012,Right,female
0.214930735,0.166070546,291.8935277,561,1642,1660.705459,0.046195209,0.214930708,0.852639843,-0.853031899,-0.000109057,0.079126482,0.698259309,-0.003833892,Left,female
0.214508584,0.152748565,348.1654273,750,1660,1527.485652,0.046013894,0.214508495,1.542694605,-1.389254082,-0.000196111,0.143537186,3.890930836,-0.001759898,Right,female
0.248925286,0.191634165,513.9527278,875,1693,1916.341648,0.061963736,0.248925162,1.192415402,-1.124120922,0.000248347,-0.018108838,0.720752995,1.26906E-05,Left,female
0.103493058,0.081759395,184.0587825,716,1701,817.5939456,0.010710812,0.103493051,0.430323904,-0.369979937,-3.62409E-05,0.052399066,0.291818831,-0.001279739,Right,female
0.133732141,0.104765803,273.2600058,842,1826,1047.658028,0.017884266,0.133732067,0.515202445,-0.529281424,-0.000140599,0.053177716,0.452119698,-0.000995356,Left,female
0.107627086,0.073818135,292.8794343,1579,3755,1476.362695,0.01158359,0.107627086,0.552116035,-0.636385718,-1.19376E-05,0.001423338,2.945132148,-0.000627439,Right,female
0.147640388,0.102334493,418.705027,1428,3700,2046.689867,0.021797684,0.147640387,0.725136122,-0.830579652,-1.27104E-05,0.011567535,2.989035082,-0.000824932,Left,female
0.09667709,0.07211197,447.570032,2144,4081,1442.239396,0.009346456,0.09667707,1.005358111,-0.742208815,6.31394E-05,0.032169176,6.396451081,-0.000918964,Right,female
0.097047965,0.081887066,932.5714852,3234,5564,1637.741315,0.009418305,0.097047954,0.253236856,-0.308564608,4.55836E-05,-0.261780141,-0.729598107,0.009513931,Left,female
0.230717058,0.170432744,548.9849747,1030,2023,1704.327442,0.05323031,0.230716948,1.808084601,-1.062805779,-0.000225408,0.301823377,2.386039445,-0.00424388,Right,female
0.202685299,0.149808584,521.8740386,1231,2328,1498.085838,0.041081328,0.202685293,0.928002343,-0.857111823,5.06878E-05,0.10195162,1.902094881,0.001593558,Left,female
0.164057267,0.129735017,479.6167592,1159,2113,1297.350172,0.026914787,0.164057266,0.606672676,-0.693575499,1.73922E-05,-0.023527973,0.220239225,0.002947401,Right,female
0.144929789,0.115005917,483.1246495,1331,2346,1150.059174,0.021004644,0.144929789,0.529755796,-0.615063465,-2.35646E-06,-0.183307082,0.203558295,0.003153676,Left,female
0.186454007,0.126998562,399.6561324,1187,2176,1269.985623,0.03476509,0.186453988,1.300430888,-0.991177151,8.48648E-05,0.156094705,4.373174161,0.000104131,Right,female
0.161360666,0.120968944,355.1105433,1022,2347,1209.689441,0.026037264,0.161360665,0.693434284,-0.639092311,1.73815E-05,0.011437871,1.076632105,0.000553104,Left,female
0.18163162,0.107343595,342.4496909,1319,2338,1073.435948,0.03299002,0.181631549,1.027569259,-1.000396442,0.000160293,0.13353802,4.8068239,0.000564195,Right,female
0.203487938,0.130726311,422.7144284,1288,2486,1307.263114,0.041407254,0.203487725,1.263017769,-0.946762142,-0.000294759,0.28785774,4.60664263,0.001691123,Left,female
0.165538292,0.129336872,471.6961491,1146,2054,1293.368722,0.027402914,0.165538254,0.766422988,-0.552510328,-0.00011247,0.138642422,0.427879892,-0.002712147,Right,female
0.18488569,0.145970787,527.5905711,1172,2169,1459.707867,0.034182627,0.184885444,0.675284911,-0.781944213,0.000301698,-0.03716258,0.236596349,-7.53709E-05,Left,female
0.142793027,0.091949372,309.60581,1305,2366,919.4937227,0.020389848,0.142793023,0.81073475,-0.877507523,-3.20562E-05,-0.073945371,4.932023789,0.001324388,Right,female
0.173865232,0.125905672,351.1989181,977,2335,1259.056719,0.030229116,0.173865225,0.881521991,-1.022445241,-4.93968E-05,-0.034773226,3.113210274,-0.002549105,Left,female
0.191737693,0.13478763,431.3748351,1141,2135,1347.876301,0.03676333,0.19173766,0.966188968,-0.897311271,-0.000112263,0.063976926,1.784532951,0.001055502,Right,female
0.270010578,0.197430785,589.8585412,1088,2161,1974.307847,0.072905656,0.270010474,1.234066052,-1.268495506,-0.00023648,0.033714226,1.412167599,-0.001014805,Left,female
0.140307029,0.108264825,378.3149933,1139,2195,1082.648251,0.019686049,0.14030698,0.645363632,-0.563929002,0.00011666,0.022215099,0.626728187,-0.001009597,Right,female
0.197821358,0.152690402,474.8971681,1004,2137,1526.904023,0.0391332,0.197821131,0.853685687,-0.947887586,0.00030004,-0.026285373,0.617076246,0.002464797,Left,female
0.169809847,0.102741059,313.9248867,1275,2319,1027.410595,0.028835317,0.169809648,1.180447763,-1.044993656,-0.000259691,-0.139708971,5.78603902,0.002324125,Right,female
0.143484614,0.093814553,312.436021,1317,2616,938.1455345,0.020587832,0.143484605,1.200125264,-0.788076623,-4.89329E-05,0.106122006,6.70208736,0.002580124,Left,female
0.252245437,0.195541829,645.0356236,1065,1857,1955.418285,0.063627713,0.252245342,1.21403475,-0.916149536,0.000219554,0.102835182,0.576823067,-0.00094353,Right,female
0.358052092,0.274855674,801.2739297,961,1829,2748.556741,0.128201298,0.358052088,1.507183854,-1.504731315,5.22206E-05,0.054102942,0.932496375,0.002511613,Left,female
0.266556946,0.201063792,464.9760037,788,1868,2010.637924,0.071052605,0.266556946,1.29822063,-0.983163771,1.87645E-05,0.044783246,1.062572191,-0.004943537,Right,female
0.198070468,0.155737723,366.5863681,748,2028,1557.377232,0.039231906,0.198070458,0.786330842,-0.936816148,-6.21103E-05,-0.008363144,0.365287484,0.001722264,Left,female
0.116057552,0.088507345,217.2447378,749,2237,885.0734456,0.013469298,0.116057307,0.737375025,-0.596418822,0.000238592,0.125392874,1.830660575,-0.001836327,Right,female
0.123598364,0.098544217,336.6835021,1111,2519,985.4421676,0.015276507,0.123598166,0.441227974,-0.532829842,-0.000220828,-0.054492796,0.011406757,0.000310095,Left,female
0.221674368,0.16818215,495.1805546,930,1992,1681.821499,0.049139487,0.221674282,1.418037566,-0.918643634,-0.000195031,0.196591055,1.449035553,-0.003033819,Right,female
0.378489941,0.289521184,729.9972511,803,1828,2895.211836,0.143254126,0.378489268,2.110692691,-1.603231625,0.000713796,0.282620986,1.328041953,-0.005781747,Left,female
0.179420344,0.139978932,444.5813479,1025,2058,1399.789321,0.032191651,0.17942032,1.421341793,-0.805053214,-9.40257E-05,0.262910189,1.496745469,-0.003169674,Right,female
0.269716692,0.211925841,568.1772699,872,1898,2119.258406,0.07274708,0.269716666,1.301853354,-0.930508747,-0.000118691,0.191734643,0.400459896,-0.00771816,Left,female
0.134989493,0.074220093,232.7421503,1419,2687,742.2009324,0.01822216,0.134989482,1.028802084,-1.05445313,0.000053973,0.103043756,9.583138894,0.001730226,Right,female
0.146582272,0.102530616,323.2443634,1227,2631,1025.306164,0.021486262,0.146581929,0.895566269,-0.757935349,-0.000317258,0.141559329,3.076090745,0.003561745,Left,female
0.21747957,0.146360981,446.6017457,1002,1895,1463.609813,0.047297358,0.217479559,1.095981219,-0.903012264,-7.15514E-05,0.207226436,2.343999411,-0.002360896,Right,female
0.356802163,0.245045454,677.0184656,1056,2242,2450.454539,0.127307745,0.356802108,2.077721451,-1.526290227,-0.00019789,0.112873495,2.721972426,0.001938792,Left,female
0.195867427,0.152359771,499.8321634,1061,1992,1523.597712,0.038364048,0.195867425,1.115794771,-0.748459095,2.66787E-05,0.228254413,1.018701316,-0.004468955,Right,female
0.283877588,0.224536353,606.2406245,855,1863,2245.363531,0.080586336,0.283877325,1.032424669,-1.147632966,0.000386474,0.078482906,0.187551854,-0.001032519,Left,female
0.112564808,0.059760287,241.932194,1553,2855,597.6028733,0.012670835,0.112564804,0.840347765,-1.105324283,3.17689E-05,-0.602035968,22.2394537,0.002658634,Right,female
0.100081252,0.070436818,244.6889629,1304,2759,704.368178,0.010016223,0.100081081,0.556075913,-0.580192897,-0.000185009,-0.09066932,5.787290999,0.000652375,Left,female
0.254519669,0.194992622,568.2943783,903,2002,1949.926218,0.06478026,0.254519665,1.508444953,-0.842278613,4.96623E-05,0.211519584,0.727969754,-0.002867805,Right,female
0.445615904,0.335164091,759.5578775,712,1747,3351.640914,0.198573419,0.445615775,1.921595019,-2.13531744,-0.000339924,0.108969402,0.95405773,-0.009269808,Left,female
0.187729393,0.146427329,446.8427814,972,2005,1464.273293,0.03524232,0.187729381,0.96411384,-0.803212243,6.77074E-05,0.056960302,0.586839815,-0.00269258,Right,female
0.341376094,0.273219716,579.3778742,663,1825,2732.197164,0.116537317,0.341375625,1.16988724,-1.474081491,0.000565955,0.038644306,0.033725627,-0.001837428,Left,female
0.053796021,0.04248727,188.9347778,1476,2759,424.8727,0.00289398,0.053795725,0.314625713,-0.339221506,-0.000178435,-0.175794773,1.629542745,0.001369728,Right,female
0.100929095,0.074833072,276.672111,1357,2798,748.3307227,0.010186609,0.10092873,0.649831915,-0.580209178,-0.000271582,-0.026563763,4.427198814,0.00185155,Left,female
0.177187928,0.105933009,629.0698233,2392,4788,2118.660179,0.031395553,0.177187903,1.137966065,-1.579184736,9.35676E-05,0.015528058,7.065902776,0.000452212,Right,female
0.120511014,0.081350927,559.6467967,2596,5413,1627.018532,0.014522886,0.120510936,1.059906108,-0.918847433,-0.000137534,0.289442771,9.067431631,0.000811138,Left,female
